ID,Title,Link,Difficulty,Paid Only,Status,Slug,Tags
2411,Smallest Subarrays With Maximum Bitwise OR,https://leetcode.com/problems/smallest-subarrays-with-maximum-bitwise-or/,MEDIUM,False,TO_DO,smallest-subarrays-with-maximum-bitwise-or,"Array, Binary Search, Bit Manipulation, Sliding Window"
2412,Minimum Money Required Before Transactions,https://leetcode.com/problems/minimum-money-required-before-transactions/,HARD,False,TO_DO,minimum-money-required-before-transactions,"Array, Greedy, Sorting"
2413,Smallest Even Multiple,https://leetcode.com/problems/smallest-even-multiple/,EASY,False,TO_DO,smallest-even-multiple,"Math, Number Theory"
2414,Length of the Longest Alphabetical Continuous Substring,https://leetcode.com/problems/length-of-the-longest-alphabetical-continuous-substring/,MEDIUM,False,TO_DO,length-of-the-longest-alphabetical-continuous-substring,String
2415,Reverse Odd Levels of Binary Tree,https://leetcode.com/problems/reverse-odd-levels-of-binary-tree/,MEDIUM,False,TO_DO,reverse-odd-levels-of-binary-tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
2416,Sum of Prefix Scores of Strings,https://leetcode.com/problems/sum-of-prefix-scores-of-strings/,HARD,False,TO_DO,sum-of-prefix-scores-of-strings,"Array, String, Trie, Counting"
2417,Closest Fair Integer,https://leetcode.com/problems/closest-fair-integer/,MEDIUM,True,TO_DO,closest-fair-integer,"Math, Enumeration"
2418,Sort the People,https://leetcode.com/problems/sort-the-people/,EASY,False,TO_DO,sort-the-people,"Array, Hash Table, String, Sorting"
2419,Longest Subarray With Maximum Bitwise AND,https://leetcode.com/problems/longest-subarray-with-maximum-bitwise-and/,MEDIUM,False,TO_DO,longest-subarray-with-maximum-bitwise-and,"Array, Bit Manipulation, Brainteaser"
2420,Find All Good Indices,https://leetcode.com/problems/find-all-good-indices/,MEDIUM,False,TO_DO,find-all-good-indices,"Array, Dynamic Programming, Prefix Sum"
2421,Number of Good Paths,https://leetcode.com/problems/number-of-good-paths/,HARD,False,TO_DO,number-of-good-paths,"Array, Hash Table, Tree, Union-Find, Graph Theory, Sorting"
2422,Merge Operations to Turn Array Into a Palindrome,https://leetcode.com/problems/merge-operations-to-turn-array-into-a-palindrome/,MEDIUM,True,TO_DO,merge-operations-to-turn-array-into-a-palindrome,"Array, Two Pointers, Greedy"
2423,Remove Letter To Equalize Frequency,https://leetcode.com/problems/remove-letter-to-equalize-frequency/,EASY,False,TO_DO,remove-letter-to-equalize-frequency,"Hash Table, String, Counting"
2424,Longest Uploaded Prefix,https://leetcode.com/problems/longest-uploaded-prefix/,MEDIUM,False,TO_DO,longest-uploaded-prefix,"Hash Table, Binary Search, Union-Find, Design, Binary Indexed Tree, Segment Tree, Heap (Priority Queue), Ordered Set"
2425,Bitwise XOR of All Pairings,https://leetcode.com/problems/bitwise-xor-of-all-pairings/,MEDIUM,False,TO_DO,bitwise-xor-of-all-pairings,"Array, Bit Manipulation, Brainteaser"
2426,Number of Pairs Satisfying Inequality,https://leetcode.com/problems/number-of-pairs-satisfying-inequality/,HARD,False,TO_DO,number-of-pairs-satisfying-inequality,"Array, Binary Search, Divide and Conquer, Binary Indexed Tree, Segment Tree, Merge Sort, Ordered Set"
2427,Number of Common Factors,https://leetcode.com/problems/number-of-common-factors/,EASY,False,TO_DO,number-of-common-factors,"Math, Enumeration, Number Theory"
2428,Maximum Sum of an Hourglass,https://leetcode.com/problems/maximum-sum-of-an-hourglass/,MEDIUM,False,TO_DO,maximum-sum-of-an-hourglass,"Array, Matrix, Prefix Sum"
2429,Minimize XOR,https://leetcode.com/problems/minimize-xor/,MEDIUM,False,TO_DO,minimize-xor,"Greedy, Bit Manipulation"
2430,Maximum Deletions on a String,https://leetcode.com/problems/maximum-deletions-on-a-string/,HARD,False,TO_DO,maximum-deletions-on-a-string,"String, Dynamic Programming, Rolling Hash, String Matching, Hash Function"
2431,Maximize Total Tastiness of Purchased Fruits,https://leetcode.com/problems/maximize-total-tastiness-of-purchased-fruits/,MEDIUM,True,TO_DO,maximize-total-tastiness-of-purchased-fruits,"Array, Dynamic Programming"
2432,The Employee That Worked on the Longest Task,https://leetcode.com/problems/the-employee-that-worked-on-the-longest-task/,EASY,False,TO_DO,the-employee-that-worked-on-the-longest-task,Array
2433,Find The Original Array of Prefix Xor,https://leetcode.com/problems/find-the-original-array-of-prefix-xor/,MEDIUM,False,TO_DO,find-the-original-array-of-prefix-xor,"Array, Bit Manipulation"
2434,Using a Robot to Print the Lexicographically Smallest String,https://leetcode.com/problems/using-a-robot-to-print-the-lexicographically-smallest-string/,MEDIUM,False,TO_DO,using-a-robot-to-print-the-lexicographically-smallest-string,"Hash Table, String, Stack, Greedy"
2435,Paths in Matrix Whose Sum Is Divisible by K,https://leetcode.com/problems/paths-in-matrix-whose-sum-is-divisible-by-k/,HARD,False,TO_DO,paths-in-matrix-whose-sum-is-divisible-by-k,"Array, Dynamic Programming, Matrix"
2436,Minimum Split Into Subarrays With GCD Greater Than One,https://leetcode.com/problems/minimum-split-into-subarrays-with-gcd-greater-than-one/,MEDIUM,True,TO_DO,minimum-split-into-subarrays-with-gcd-greater-than-one,"Array, Math, Dynamic Programming, Greedy, Number Theory"
2437,Number of Valid Clock Times,https://leetcode.com/problems/number-of-valid-clock-times/,EASY,False,TO_DO,number-of-valid-clock-times,"String, Enumeration"
2438,Range Product Queries of Powers,https://leetcode.com/problems/range-product-queries-of-powers/,MEDIUM,False,TO_DO,range-product-queries-of-powers,"Array, Bit Manipulation, Prefix Sum"
2439,Minimize Maximum of Array,https://leetcode.com/problems/minimize-maximum-of-array/,MEDIUM,False,TO_DO,minimize-maximum-of-array,"Array, Binary Search, Dynamic Programming, Greedy, Prefix Sum"
2440,Create Components With Same Value,https://leetcode.com/problems/create-components-with-same-value/,HARD,False,TO_DO,create-components-with-same-value,"Array, Math, Tree, Depth-First Search, Enumeration"
2441,Largest Positive Integer That Exists With Its Negative,https://leetcode.com/problems/largest-positive-integer-that-exists-with-its-negative/,EASY,False,TO_DO,largest-positive-integer-that-exists-with-its-negative,"Array, Hash Table, Two Pointers, Sorting"
2442,Count Number of Distinct Integers After Reverse Operations,https://leetcode.com/problems/count-number-of-distinct-integers-after-reverse-operations/,MEDIUM,False,TO_DO,count-number-of-distinct-integers-after-reverse-operations,"Array, Hash Table, Math, Counting"
2443,Sum of Number and Its Reverse,https://leetcode.com/problems/sum-of-number-and-its-reverse/,MEDIUM,False,TO_DO,sum-of-number-and-its-reverse,"Math, Enumeration"
2444,Count Subarrays With Fixed Bounds,https://leetcode.com/problems/count-subarrays-with-fixed-bounds/,HARD,False,TO_DO,count-subarrays-with-fixed-bounds,"Array, Queue, Sliding Window, Monotonic Queue"
2445,Number of Nodes With Value One,https://leetcode.com/problems/number-of-nodes-with-value-one/,MEDIUM,True,TO_DO,number-of-nodes-with-value-one,"Array, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
2446,Determine if Two Events Have Conflict,https://leetcode.com/problems/determine-if-two-events-have-conflict/,EASY,False,TO_DO,determine-if-two-events-have-conflict,"Array, String"
2447,Number of Subarrays With GCD Equal to K,https://leetcode.com/problems/number-of-subarrays-with-gcd-equal-to-k/,MEDIUM,False,TO_DO,number-of-subarrays-with-gcd-equal-to-k,"Array, Math, Number Theory"
2448,Minimum Cost to Make Array Equal,https://leetcode.com/problems/minimum-cost-to-make-array-equal/,HARD,False,TO_DO,minimum-cost-to-make-array-equal,"Array, Binary Search, Greedy, Sorting, Prefix Sum"
2449,Minimum Number of Operations to Make Arrays Similar,https://leetcode.com/problems/minimum-number-of-operations-to-make-arrays-similar/,HARD,False,TO_DO,minimum-number-of-operations-to-make-arrays-similar,"Array, Greedy, Sorting"
2450,Number of Distinct Binary Strings After Applying Operations,https://leetcode.com/problems/number-of-distinct-binary-strings-after-applying-operations/,MEDIUM,True,TO_DO,number-of-distinct-binary-strings-after-applying-operations,"Math, String"
2451,Odd String Difference,https://leetcode.com/problems/odd-string-difference/,EASY,False,TO_DO,odd-string-difference,"Array, Hash Table, String"
2452,Words Within Two Edits of Dictionary,https://leetcode.com/problems/words-within-two-edits-of-dictionary/,MEDIUM,False,TO_DO,words-within-two-edits-of-dictionary,"Array, String, Trie"
2453,Destroy Sequential Targets,https://leetcode.com/problems/destroy-sequential-targets/,MEDIUM,False,TO_DO,destroy-sequential-targets,"Array, Hash Table, Counting"
2454,Next Greater Element IV,https://leetcode.com/problems/next-greater-element-iv/,HARD,False,TO_DO,next-greater-element-iv,"Array, Binary Search, Stack, Sorting, Heap (Priority Queue), Monotonic Stack"
2455,Average Value of Even Numbers That Are Divisible by Three,https://leetcode.com/problems/average-value-of-even-numbers-that-are-divisible-by-three/,EASY,False,TO_DO,average-value-of-even-numbers-that-are-divisible-by-three,"Array, Math"
2456,Most Popular Video Creator,https://leetcode.com/problems/most-popular-video-creator/,MEDIUM,False,TO_DO,most-popular-video-creator,"Array, Hash Table, String, Sorting, Heap (Priority Queue)"
2457,Minimum Addition to Make Integer Beautiful,https://leetcode.com/problems/minimum-addition-to-make-integer-beautiful/,MEDIUM,False,TO_DO,minimum-addition-to-make-integer-beautiful,"Math, Greedy"
2458,Height of Binary Tree After Subtree Removal Queries,https://leetcode.com/problems/height-of-binary-tree-after-subtree-removal-queries/,HARD,False,TO_DO,height-of-binary-tree-after-subtree-removal-queries,"Array, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
2459,Sort Array by Moving Items to Empty Space,https://leetcode.com/problems/sort-array-by-moving-items-to-empty-space/,HARD,True,TO_DO,sort-array-by-moving-items-to-empty-space,"Array, Hash Table, Sorting"
2460,Apply Operations to an Array,https://leetcode.com/problems/apply-operations-to-an-array/,EASY,False,TO_DO,apply-operations-to-an-array,"Array, Two Pointers, Simulation"
2461,Maximum Sum of Distinct Subarrays With Length K,https://leetcode.com/problems/maximum-sum-of-distinct-subarrays-with-length-k/,MEDIUM,False,TO_DO,maximum-sum-of-distinct-subarrays-with-length-k,"Array, Hash Table, Sliding Window"
2462,Total Cost to Hire K Workers,https://leetcode.com/problems/total-cost-to-hire-k-workers/,MEDIUM,False,TO_DO,total-cost-to-hire-k-workers,"Array, Two Pointers, Heap (Priority Queue), Simulation"
2463,Minimum Total Distance Traveled,https://leetcode.com/problems/minimum-total-distance-traveled/,HARD,False,TO_DO,minimum-total-distance-traveled,"Array, Dynamic Programming, Sorting"
2464,Minimum Subarrays in a Valid Split,https://leetcode.com/problems/minimum-subarrays-in-a-valid-split/,MEDIUM,True,TO_DO,minimum-subarrays-in-a-valid-split,"Array, Math, Dynamic Programming, Number Theory"
2465,Number of Distinct Averages,https://leetcode.com/problems/number-of-distinct-averages/,EASY,False,TO_DO,number-of-distinct-averages,"Array, Hash Table, Two Pointers, Sorting"
2466,Count Ways To Build Good Strings,https://leetcode.com/problems/count-ways-to-build-good-strings/,MEDIUM,False,TO_DO,count-ways-to-build-good-strings,Dynamic Programming
2467,Most Profitable Path in a Tree,https://leetcode.com/problems/most-profitable-path-in-a-tree/,MEDIUM,False,TO_DO,most-profitable-path-in-a-tree,"Array, Tree, Depth-First Search, Breadth-First Search, Graph Theory"
2468,Split Message Based on Limit,https://leetcode.com/problems/split-message-based-on-limit/,HARD,False,TO_DO,split-message-based-on-limit,"String, Enumeration"
2469,Convert the Temperature,https://leetcode.com/problems/convert-the-temperature/,EASY,False,TO_DO,convert-the-temperature,Math
2470,Number of Subarrays With LCM Equal to K,https://leetcode.com/problems/number-of-subarrays-with-lcm-equal-to-k/,MEDIUM,False,TO_DO,number-of-subarrays-with-lcm-equal-to-k,"Array, Math, Number Theory"
2471,Minimum Number of Operations to Sort a Binary Tree by Level,https://leetcode.com/problems/minimum-number-of-operations-to-sort-a-binary-tree-by-level/,MEDIUM,False,TO_DO,minimum-number-of-operations-to-sort-a-binary-tree-by-level,"Tree, Breadth-First Search, Binary Tree"
2472,Maximum Number of Non-overlapping Palindrome Substrings,https://leetcode.com/problems/maximum-number-of-non-overlapping-palindrome-substrings/,HARD,False,TO_DO,maximum-number-of-non-overlapping-palindrome-substrings,"Two Pointers, String, Dynamic Programming, Greedy"
2473,Minimum Cost to Buy Apples,https://leetcode.com/problems/minimum-cost-to-buy-apples/,MEDIUM,True,TO_DO,minimum-cost-to-buy-apples,"Array, Graph Theory, Heap (Priority Queue), Shortest Path"
2474,Customers With Strictly Increasing Purchases,https://leetcode.com/problems/customers-with-strictly-increasing-purchases/,HARD,True,TO_DO,customers-with-strictly-increasing-purchases,Database
2475,Number of Unequal Triplets in Array,https://leetcode.com/problems/number-of-unequal-triplets-in-array/,EASY,False,TO_DO,number-of-unequal-triplets-in-array,"Array, Hash Table, Sorting"
2476,Closest Nodes Queries in a Binary Search Tree,https://leetcode.com/problems/closest-nodes-queries-in-a-binary-search-tree/,MEDIUM,False,TO_DO,closest-nodes-queries-in-a-binary-search-tree,"Array, Binary Search, Tree, Depth-First Search, Binary Search Tree, Binary Tree"
2477,Minimum Fuel Cost to Report to the Capital,https://leetcode.com/problems/minimum-fuel-cost-to-report-to-the-capital/,MEDIUM,False,TO_DO,minimum-fuel-cost-to-report-to-the-capital,"Tree, Depth-First Search, Breadth-First Search, Graph Theory"
2478,Number of Beautiful Partitions,https://leetcode.com/problems/number-of-beautiful-partitions/,HARD,False,TO_DO,number-of-beautiful-partitions,"String, Dynamic Programming, Prefix Sum"
2479,Maximum XOR of Two Non-Overlapping Subtrees,https://leetcode.com/problems/maximum-xor-of-two-non-overlapping-subtrees/,HARD,True,TO_DO,maximum-xor-of-two-non-overlapping-subtrees,"Tree, Depth-First Search, Graph Theory, Trie"
2480,Form a Chemical Bond,https://leetcode.com/problems/form-a-chemical-bond/,EASY,True,TO_DO,form-a-chemical-bond,Database
2481,Minimum Cuts to Divide a Circle,https://leetcode.com/problems/minimum-cuts-to-divide-a-circle/,EASY,False,TO_DO,minimum-cuts-to-divide-a-circle,"Math, Geometry"
2482,Difference Between Ones and Zeros in Row and Column,https://leetcode.com/problems/difference-between-ones-and-zeros-in-row-and-column/,MEDIUM,False,TO_DO,difference-between-ones-and-zeros-in-row-and-column,"Array, Matrix, Simulation"
2483,Minimum Penalty for a Shop,https://leetcode.com/problems/minimum-penalty-for-a-shop/,MEDIUM,False,TO_DO,minimum-penalty-for-a-shop,"String, Prefix Sum"
2484,Count Palindromic Subsequences,https://leetcode.com/problems/count-palindromic-subsequences/,HARD,False,TO_DO,count-palindromic-subsequences,"String, Dynamic Programming"
2485,Find the Pivot Integer,https://leetcode.com/problems/find-the-pivot-integer/,EASY,False,TO_DO,find-the-pivot-integer,"Math, Prefix Sum"
2486,Append Characters to String to Make Subsequence,https://leetcode.com/problems/append-characters-to-string-to-make-subsequence/,MEDIUM,False,TO_DO,append-characters-to-string-to-make-subsequence,"Two Pointers, String, Greedy"
2487,Remove Nodes From Linked List,https://leetcode.com/problems/remove-nodes-from-linked-list/,MEDIUM,False,TO_DO,remove-nodes-from-linked-list,"Linked List, Stack, Recursion, Monotonic Stack"
2488,Count Subarrays With Median K,https://leetcode.com/problems/count-subarrays-with-median-k/,HARD,False,TO_DO,count-subarrays-with-median-k,"Array, Hash Table, Prefix Sum"
2489,Number of Substrings With Fixed Ratio,https://leetcode.com/problems/number-of-substrings-with-fixed-ratio/,MEDIUM,True,TO_DO,number-of-substrings-with-fixed-ratio,"Hash Table, Math, String, Prefix Sum"
2490,Circular Sentence,https://leetcode.com/problems/circular-sentence/,EASY,False,TO_DO,circular-sentence,String
