ID,Title,Link,Difficulty,Paid Only,Status,Slug,Description,Hints
1470,Tweet Counts Per Frequency,https://leetcode.com/problems/tweet-counts-per-frequency/,Medium,False,,tweet-counts-per-frequency,Practice problem: Tweet Counts Per Frequency.,No hints available.
1469,Minimum Number of Steps to Make Two Strings Anagram,https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram/,Medium,False,,minimum-number-of-steps-to-make-two-strings-anagram,Practice problem: Minimum Number of Steps to Make Two Strings Anagram.,No hints available.
1468,Check If N and Its Double Exist,https://leetcode.com/problems/check-if-n-and-its-double-exist/,Easy,False,,check-if-n-and-its-double-exist,Practice problem: Check If N and Its Double Exist.,No hints available.
1467,Number of Transactions per Visit,https://leetcode.com/problems/number-of-transactions-per-visit/,Hard,True,,number-of-transactions-per-visit,Practice problem: Number of Transactions per Visit.,No hints available.
1466,Jump Game V,https://leetcode.com/problems/jump-game-v/,Hard,False,,jump-game-v,Practice problem: Jump Game V.,No hints available.
1465,Maximum Product of Splitted Binary Tree,https://leetcode.com/problems/maximum-product-of-splitted-binary-tree/,Medium,False,,maximum-product-of-splitted-binary-tree,Practice problem: Maximum Product of Splitted Binary Tree.,No hints available.
1464,Reduce Array Size to The Half,https://leetcode.com/problems/reduce-array-size-to-the-half/,Medium,False,,reduce-array-size-to-the-half,Practice problem: Reduce Array Size to The Half.,No hints available.
1463,The K Weakest Rows in a Matrix,https://leetcode.com/problems/the-k-weakest-rows-in-a-matrix/,Easy,False,,the-k-weakest-rows-in-a-matrix,Practice problem: The K Weakest Rows in a Matrix.,No hints available.
1462,List the Products Ordered in a Period,https://leetcode.com/problems/list-the-products-ordered-in-a-period/,Easy,False,,list-the-products-ordered-in-a-period,Practice problem: List the Products Ordered in a Period.,No hints available.
1461,Count All Valid Pickup and Delivery Options,https://leetcode.com/problems/count-all-valid-pickup-and-delivery-options/,Hard,False,,count-all-valid-pickup-and-delivery-options,Practice problem: Count All Valid Pickup and Delivery Options.,No hints available.
1460,Number of Substrings Containing All Three Characters,https://leetcode.com/problems/number-of-substrings-containing-all-three-characters/,Medium,False,,number-of-substrings-containing-all-three-characters,Practice problem: Number of Substrings Containing All Three Characters.,No hints available.
1459,Apply Discount Every n Orders,https://leetcode.com/problems/apply-discount-every-n-orders/,Medium,False,,apply-discount-every-n-orders,Practice problem: Apply Discount Every n Orders.,No hints available.
1458,Sort Integers by The Number of 1 Bits,https://leetcode.com/problems/sort-integers-by-the-number-of-1-bits/,Easy,False,,sort-integers-by-the-number-of-1-bits,Practice problem: Sort Integers by The Number of 1 Bits.,No hints available.
1457,Minimum Difficulty of a Job Schedule,https://leetcode.com/problems/minimum-difficulty-of-a-job-schedule/,Hard,False,,minimum-difficulty-of-a-job-schedule,Practice problem: Minimum Difficulty of a Job Schedule.,No hints available.
1456,Find the City With the Smallest Number of Neighbors at a Threshold Distance,https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance/,Medium,False,,find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,Practice problem: Find the City With the Smallest Number of Neighbors at a Threshold Distance.,No hints available.
1455,"Filter Restaurants by Vegan-Friendly, Price and Distance",https://leetcode.com/problems/filter-restaurants-by-vegan-friendly-price-and-distance/,Medium,False,,filter-restaurants-by-vegan-friendly-price-and-distance,"Practice problem: Filter Restaurants by Vegan-Friendly, Price and Distance.",No hints available.
1454,Remove Palindromic Subsequences,https://leetcode.com/problems/remove-palindromic-subsequences/,Easy,False,,remove-palindromic-subsequences,Practice problem: Remove Palindromic Subsequences.,No hints available.
1453,Ads Performance,https://leetcode.com/problems/ads-performance/,Easy,True,,ads-performance,Practice problem: Ads Performance.,No hints available.
1452,Restaurant Growth,https://leetcode.com/problems/restaurant-growth/,Medium,False,,restaurant-growth,Practice problem: Restaurant Growth.,No hints available.
1451,Minimum Number of Taps to Open to Water a Garden,https://leetcode.com/problems/minimum-number-of-taps-to-open-to-water-a-garden/,Hard,False,,minimum-number-of-taps-to-open-to-water-a-garden,Practice problem: Minimum Number of Taps to Open to Water a Garden.,No hints available.
1450,Delete Leaves With a Given Value,https://leetcode.com/problems/delete-leaves-with-a-given-value/,Medium,False,,delete-leaves-with-a-given-value,Practice problem: Delete Leaves With a Given Value.,No hints available.
1449,Print Words Vertically,https://leetcode.com/problems/print-words-vertically/,Medium,False,,print-words-vertically,Practice problem: Print Words Vertically.,No hints available.
1448,Maximum 69 Number,https://leetcode.com/problems/maximum-69-number/,Easy,False,,maximum-69-number,Practice problem: Maximum 69 Number.,No hints available.
1447,Jump Game IV,https://leetcode.com/problems/jump-game-iv/,Hard,False,,jump-game-iv,Practice problem: Jump Game IV.,No hints available.
1446,Angle Between Hands of a Clock,https://leetcode.com/problems/angle-between-hands-of-a-clock/,Medium,False,,angle-between-hands-of-a-clock,Practice problem: Angle Between Hands of a Clock.,No hints available.
1445,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,https://leetcode.com/problems/number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold/,Medium,False,,number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,Practice problem: Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold.,No hints available.
1444,Number of Steps to Reduce a Number to Zero,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-to-zero/,Easy,False,,number-of-steps-to-reduce-a-number-to-zero,Practice problem: Number of Steps to Reduce a Number to Zero.,No hints available.
1443,Minimum Distance to Type a Word Using Two Fingers,https://leetcode.com/problems/minimum-distance-to-type-a-word-using-two-fingers/,Hard,False,,minimum-distance-to-type-a-word-using-two-fingers,Practice problem: Minimum Distance to Type a Word Using Two Fingers.,No hints available.
1442,Number of Operations to Make Network Connected,https://leetcode.com/problems/number-of-operations-to-make-network-connected/,Medium,False,,number-of-operations-to-make-network-connected,Practice problem: Number of Operations to Make Network Connected.,No hints available.
1441,Minimum Flips to Make a OR b Equal to c,https://leetcode.com/problems/minimum-flips-to-make-a-or-b-equal-to-c/,Medium,False,,minimum-flips-to-make-a-or-b-equal-to-c,Practice problem: Minimum Flips to Make a OR b Equal to c.,No hints available.
1440,Convert Integer to the Sum of Two No-Zero Integers,https://leetcode.com/problems/convert-integer-to-the-sum-of-two-no-zero-integers/,Easy,False,,convert-integer-to-the-sum-of-two-no-zero-integers,Practice problem: Convert Integer to the Sum of Two No-Zero Integers.,No hints available.
1439,Running Total for Different Genders,https://leetcode.com/problems/running-total-for-different-genders/,Medium,True,,running-total-for-different-genders,Practice problem: Running Total for Different Genders.,No hints available.
1438,Find the Team Size,https://leetcode.com/problems/find-the-team-size/,Easy,True,,find-the-team-size,Practice problem: Find the Team Size.,No hints available.
1437,Minimum Insertion Steps to Make a String Palindrome,https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome/,Hard,False,,minimum-insertion-steps-to-make-a-string-palindrome,Practice problem: Minimum Insertion Steps to Make a String Palindrome.,No hints available.
1436,Get Watched Videos by Your Friends,https://leetcode.com/problems/get-watched-videos-by-your-friends/,Medium,False,,get-watched-videos-by-your-friends,Practice problem: Get Watched Videos by Your Friends.,No hints available.
1435,XOR Queries of a Subarray,https://leetcode.com/problems/xor-queries-of-a-subarray/,Medium,False,,xor-queries-of-a-subarray,Practice problem: XOR Queries of a Subarray.,No hints available.
1434,Decrypt String from Alphabet to Integer Mapping,https://leetcode.com/problems/decrypt-string-from-alphabet-to-integer-mapping/,Easy,False,,decrypt-string-from-alphabet-to-integer-mapping,Practice problem: Decrypt String from Alphabet to Integer Mapping.,No hints available.
1433,Encrypt and Decrypt Strings,https://leetcode.com/problems/encrypt-and-decrypt-strings/,Hard,False,,encrypt-and-decrypt-strings,Practice problem: Encrypt and Decrypt Strings.,No hints available.
1432,Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,https://leetcode.com/problems/check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree/,Medium,True,,check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree,Practice problem: Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree.,No hints available.
1431,All Ancestors of a Node in a Directed Acyclic Graph,https://leetcode.com/problems/all-ancestors-of-a-node-in-a-directed-acyclic-graph/,Medium,False,,all-ancestors-of-a-node-in-a-directed-acyclic-graph,Practice problem: All Ancestors of a Node in a Directed Acyclic Graph.,No hints available.
1430,Find the K-Beauty of a Number,https://leetcode.com/problems/find-the-k-beauty-of-a-number/,Easy,False,,find-the-k-beauty-of-a-number,Practice problem: Find the K-Beauty of a Number.,No hints available.
1429,Verbal Arithmetic Puzzle,https://leetcode.com/problems/verbal-arithmetic-puzzle/,Hard,False,,verbal-arithmetic-puzzle,Practice problem: Verbal Arithmetic Puzzle.,No hints available.
1428,Jump Game III,https://leetcode.com/problems/jump-game-iii/,Medium,False,,jump-game-iii,Practice problem: Jump Game III.,No hints available.
1427,All Elements in Two Binary Search Trees,https://leetcode.com/problems/all-elements-in-two-binary-search-trees/,Medium,False,,all-elements-in-two-binary-search-trees,Practice problem: All Elements in Two Binary Search Trees.,No hints available.
1426,Find N Unique Integers Sum up to Zero,https://leetcode.com/problems/find-n-unique-integers-sum-up-to-zero/,Easy,False,,find-n-unique-integers-sum-up-to-zero,Practice problem: Find N Unique Integers Sum up to Zero.,No hints available.
1425,Weather Type in Each Country,https://leetcode.com/problems/weather-type-in-each-country/,Easy,True,,weather-type-in-each-country,Practice problem: Weather Type in Each Country.,No hints available.
1424,Maximum Candies You Can Get from Boxes,https://leetcode.com/problems/maximum-candies-you-can-get-from-boxes/,Hard,False,,maximum-candies-you-can-get-from-boxes,Practice problem: Maximum Candies You Can Get from Boxes.,No hints available.
1423,Maximum Number of Occurrences of a Substring,https://leetcode.com/problems/maximum-number-of-occurrences-of-a-substring/,Medium,False,,maximum-number-of-occurrences-of-a-substring,Practice problem: Maximum Number of Occurrences of a Substring.,No hints available.
1422,Divide Array in Sets of K Consecutive Numbers,https://leetcode.com/problems/divide-array-in-sets-of-k-consecutive-numbers/,Medium,False,,divide-array-in-sets-of-k-consecutive-numbers,Practice problem: Divide Array in Sets of K Consecutive Numbers.,No hints available.
1421,Find Numbers with Even Number of Digits,https://leetcode.com/problems/find-numbers-with-even-number-of-digits/,Easy,False,,find-numbers-with-even-number-of-digits,Practice problem: Find Numbers with Even Number of Digits.,No hints available.
1420,Find the Start and End Number of Continuous Ranges,https://leetcode.com/problems/find-the-start-and-end-number-of-continuous-ranges/,Medium,True,,find-the-start-and-end-number-of-continuous-ranges,Practice problem: Find the Start and End Number of Continuous Ranges.,No hints available.
1419,Make Array Non-decreasing or Non-increasing,https://leetcode.com/problems/make-array-non-decreasing-or-non-increasing/,Hard,True,,make-array-non-decreasing-or-non-increasing,Practice problem: Make Array Non-decreasing or Non-increasing.,No hints available.
